loan_id,user_id,loan_type,amount,interest_rate,term_months,status,application_date
72,40316,Education,2931440.25,7.66,60,approved,2023-10-04 07:54:16
73,14564,Education,4725969.52,7.94,12,closed,2024-03-30 16:09:49
74,94906,Business,9292934.13,10.22,36,pending,2024-07-14 01:50:32
75,29466,Home,9901916.74,9.06,180,approved,2024-03-28 12:03:31
76,73984,Personal,6760171.71,14.6,12,pending,2025-03-06 21:32:54
77,52798,Business,455443.64,11.21,240,closed,2024-09-20 08:19:28
78,51743,Personal,3248907.91,7.73,60,approved,2023-06-27 16:45:37
79,90481,Personal,844043.44,7.33,36,approved,2023-04-15 13:51:15
80,25704,Home,9563299.46,11.68,240,closed,2023-08-26 11:06:43
81,27717,Business,1471450.41,10.49,24,rejected,2024-09-13 17:50:50
82,47130,Education,5728155.4,8.27,240,approved,2025-02-21 05:17:55
83,35207,Education,8808965.69,10.71,24,closed,2023-09-06 15:51:24
84,47117,Business,2144648.81,11.81,240,approved,2024-02-23 07:20:58
85,65487,Education,9847056.55,13.59,240,rejected,2024-02-18 19:29:11
86,33290,Education,4669424.39,9.71,240,closed,2023-09-11 07:39:44
87,57154,Auto,6233343.95,11.62,48,rejected,2024-01-03 10:34:06
88,11092,Home,2596168.15,10.72,240,pending,2023-10-08 01:11:01
89,83359,Auto,410324.58,9.76,36,approved,2024-10-17 15:41:36
90,57240,Auto,1406487.58,12.05,36,rejected,2025-01-31 13:50:15
91,16525,Home,1616585.73,9.65,240,pending,2024-03-22 10:57:27
92,40968,Personal,5241160.36,14.25,24,pending,2024-07-05 18:11:48
93,12126,Home,3549581.58,11.75,36,rejected,2024-03-03 08:56:42
94,7948,Personal,9594486.29,14.43,60,rejected,2024-02-03 13:05:15
95,23804,Education,8755682.11,13.16,36,approved,2023-04-12 18:00:29
96,99020,Auto,3165965.86,10.19,36,rejected,2023-09-29 13:49:12
97,14084,Auto,1581891.11,9.41,36,pending,2024-05-21 01:37:07
98,76227,Business,2091197.67,8.45,60,pending,2024-05-24 04:04:19
99,26022,Education,8147359.08,13.29,48,rejected,2024-11-25 07:57:21
100,23567,Education,5406734.65,7.24,12,pending,2023-11-18 15:12:27
101,84417,Auto,5109970.92,8.02,240,closed,2024-06-20 01:45:04
102,49599,Home,9672777.22,8.9,240,closed,2024-10-19 10:52:41
103,10822,Education,8468459.32,14.48,180,closed,2024-04-22 20:58:00
104,88687,Education,7830236.4,13.28,36,pending,2024-08-19 21:15:46
105,11248,Education,3550605.73,7.41,12,approved,2023-07-16 16:05:55
106,94228,Auto,3534776.35,7.19,36,pending,2024-04-13 06:38:57
107,50867,Personal,1086843.56,14.13,60,pending,2024-01-24 09:03:44
108,58206,Home,1216144.2,7.33,60,pending,2023-07-09 02:01:31
109,44332,Home,7856259.48,14.74,24,closed,2023-04-24 07:41:03
110,86011,Business,1718757.79,14.47,120,rejected,2024-05-20 13:22:38
111,54674,Personal,6544317.0,14.08,180,pending,2024-07-24 16:11:51
112,50659,Home,4157713.67,9.3,120,pending,2024-04-30 20:52:34
113,56284,Auto,8918510.67,14.25,60,rejected,2023-12-27 16:07:47
114,85409,Education,3055684.72,14.07,120,pending,2025-02-03 04:40:34
115,36550,Home,6223748.0,8.47,12,rejected,2023-08-31 10:35:12
116,96727,Education,9092631.21,13.03,240,rejected,2023-05-19 22:19:22
117,62372,Personal,3641705.57,13.36,120,rejected,2023-10-21 07:49:09
118,78955,Business,1388053.87,14.66,24,rejected,2024-01-03 15:45:14
119,13746,Personal,1272799.21,14.32,240,closed,2025-02-23 08:15:29
120,81980,Personal,8807841.36,12.07,60,rejected,2023-07-04 07:09:26
121,89607,Home,5330297.05,10.26,48,rejected,2024-04-20 15:31:32
122,77807,Home,5567292.16,13.68,180,pending,2024-05-28 15:21:14
123,59437,Personal,831150.65,14.87,36,closed,2024-12-11 13:17:33
124,60915,Home,8360037.27,11.53,12,approved,2024-09-21 22:01:18
125,82588,Auto,8452957.89,7.88,12,approved,2023-07-25 19:09:16
126,56911,Personal,8960566.58,8.96,240,approved,2024-07-01 04:17:23
127,18431,Home,829799.52,7.83,24,closed,2024-10-04 14:21:03
128,72485,Home,2886049.98,9.68,60,closed,2023-07-11 23:59:38
129,99894,Personal,7647742.08,8.94,180,closed,2023-05-21 04:54:19
130,29903,Education,5548621.7,8.12,36,approved,2023-08-06 21:14:17
131,60835,Personal,6006955.48,13.7,36,approved,2024-06-05 02:29:16
132,96648,Business,5895550.59,12.69,120,rejected,2023-06-17 16:36:45
133,47761,Home,2253046.75,12.03,120,rejected,2025-03-08 21:41:47
134,90448,Home,2974938.59,8.58,180,closed,2023-06-30 18:23:48
135,90372,Business,8838608.85,14.36,24,pending,2024-10-08 22:38:38
136,77414,Business,2525511.68,7.83,240,approved,2023-12-16 01:04:48
137,41248,Auto,6762783.76,14.03,12,pending,2024-12-04 10:43:47
138,93334,Education,4836030.41,9.88,36,rejected,2024-06-20 05:06:41
139,57483,Home,9987142.13,8.21,180,approved,2025-03-09 04:04:32
140,84205,Personal,713945.53,12.94,24,approved,2024-05-31 03:15:20
141,94573,Education,6662625.95,13.35,12,approved,2024-06-17 18:12:46
142,92002,Auto,3899932.2,12.45,60,approved,2024-03-30 21:38:58
143,82817,Home,4903746.05,11.53,48,approved,2023-11-28 21:35:28
144,92347,Personal,3766548.12,10.6,120,approved,2024-07-03 03:37:39
145,25541,Education,6385718.77,7.62,48,rejected,2025-01-19 15:43:22
146,59118,Education,3008781.03,10.23,180,closed,2025-01-20 12:58:58
147,71850,Business,971696.54,11.5,180,rejected,2025-03-06 14:00:02
148,18879,Auto,7624366.31,8.78,180,closed,2024-02-04 12:42:50
149,34829,Home,6157586.21,9.62,240,rejected,2023-11-19 14:28:21
150,52570,Auto,1732572.54,13.08,180,rejected,2025-01-28 00:41:18
151,51002,Home,7332315.04,12.57,120,rejected,2024-08-24 14:33:58
152,63971,Home,9617492.29,11.97,48,closed,2023-06-15 13:16:20
153,70791,Personal,527324.44,13.28,240,pending,2023-12-07 19:36:45
154,3284,Business,8387755.66,10.0,240,pending,2024-01-30 05:23:21
155,89416,Business,6835462.67,8.97,240,rejected,2023-07-28 16:05:24
156,82113,Business,5879694.3,11.28,240,closed,2023-06-07 22:56:51
157,29108,Business,9377642.15,9.82,24,approved,2023-09-22 22:26:23
158,32493,Personal,8618393.22,14.76,240,rejected,2024-09-11 21:23:40
159,33604,Personal,7610475.39,11.69,36,pending,2023-11-17 01:28:28
160,81992,Education,5297036.98,9.16,24,pending,2023-06-17 04:48:24
161,25222,Education,676422.28,11.62,240,closed,2023-05-05 17:45:42
162,5436,Home,5072978.53,14.42,60,rejected,2024-05-17 03:33:59
163,42016,Education,819462.6,8.84,240,pending,2024-08-31 17:06:25
164,28385,Auto,4985390.35,13.59,24,pending,2023-10-22 00:39:46
165,12127,Home,5234023.68,9.22,24,approved,2024-03-23 02:46:15
166,97740,Auto,9480432.87,11.8,240,closed,2023-07-09 13:33:43
167,14940,Business,5589288.92,9.7,120,rejected,2023-08-05 20:47:54
168,46452,Auto,1482616.1,8.19,60,approved,2023-04-17 18:03:41
169,61953,Business,1822108.24,12.02,48,closed,2024-04-20 13:12:06
170,581,Education,4570256.41,14.76,36,closed,2023-07-15 05:59:04
171,96670,Auto,581016.23,8.14,24,approved,2024-02-16 18:47:34
172,51850,Education,189790.25,11.6,180,closed,2024-11-25 03:53:14
173,28599,Education,9882307.7,12.56,12,approved,2023-10-08 17:36:37
174,80174,Business,4091791.33,13.8,24,pending,2024-06-03 16:27:08
175,26996,Education,514004.8,7.16,180,closed,2023-07-18 16:15:00
176,57407,Home,7519019.06,9.2,24,closed,2024-05-11 10:38:36
177,29077,Education,7924719.05,13.13,12,closed,2024-01-06 19:50:31
178,71558,Business,503191.16,12.64,60,pending,2023-06-02 03:29:26
179,52112,Education,8568077.76,11.51,48,approved,2025-03-02 10:04:18
180,34011,Business,5953705.79,12.73,120,closed,2024-09-06 00:48:22
181,1606,Home,3287363.69,14.67,60,approved,2024-02-05 12:24:11
182,73474,Business,3025792.32,7.91,60,rejected,2025-02-12 07:13:02
183,64885,Home,3988963.02,8.85,60,rejected,2024-06-27 10:01:59
184,38091,Personal,7538315.29,11.84,120,rejected,2023-08-06 06:20:05
185,63931,Auto,9125534.45,10.35,12,rejected,2025-02-24 18:54:19
186,84567,Auto,2625188.35,9.24,240,pending,2023-06-19 18:17:14
187,68956,Home,1571105.43,9.22,60,rejected,2023-12-02 06:23:54
188,96680,Personal,6215060.3,14.54,12,pending,2024-08-17 16:06:53
189,96862,Auto,128085.48,9.03,60,pending,2024-02-19 19:38:33
190,74784,Home,3078246.28,9.11,60,rejected,2024-08-18 01:13:48
191,21249,Auto,6090077.75,12.86,240,pending,2025-03-17 19:49:53
192,21815,Auto,1547986.8,11.9,36,pending,2024-07-17 06:56:13
193,48503,Education,9286944.72,11.81,180,rejected,2024-09-21 07:35:10
194,9133,Home,1442546.7,11.89,240,closed,2024-02-16 05:46:32
195,3439,Home,6936571.66,7.22,12,approved,2025-02-07 21:26:29
196,67678,Business,171246.52,11.72,240,approved,2023-06-22 20:12:26
197,78305,Auto,7924861.56,14.6,240,rejected,2024-05-30 12:44:27
198,45660,Business,1908012.82,13.09,120,closed,2024-08-04 16:41:01
199,78260,Business,2725806.9,9.48,120,closed,2023-10-01 16:14:58
200,8585,Education,7923872.46,9.03,180,approved,2023-04-24 20:13:32
201,83986,Business,4311925.59,8.56,48,pending,2024-12-24 11:46:07
202,38489,Personal,7811216.0,9.51,180,approved,2023-12-05 22:00:22
203,44738,Auto,5232208.81,12.81,180,closed,2023-10-20 17:11:08
204,54392,Business,8693123.12,8.44,24,approved,2023-06-13 03:51:54
205,62028,Auto,646856.08,13.51,24,rejected,2024-07-01 09:45:59
206,94531,Personal,4190244.58,9.67,60,closed,2024-05-21 15:05:51
207,67943,Auto,5129347.04,14.6,120,pending,2023-06-10 13:13:19
208,6885,Education,1914002.89,8.9,240,approved,2024-02-21 05:38:02
209,90112,Auto,2862680.43,11.71,120,rejected,2024-11-05 05:25:10
210,97025,Auto,6091546.09,8.33,180,pending,2024-02-14 08:13:08
211,29008,Auto,1560868.46,7.3,12,closed,2024-12-18 20:20:07
212,72209,Auto,4957448.63,12.43,180,closed,2024-11-14 02:28:01
213,88843,Business,687554.77,9.23,120,approved,2024-12-02 08:20:19
214,46761,Auto,6377429.08,12.46,60,closed,2023-08-19 11:28:00
215,15261,Home,9776806.47,8.11,48,pending,2024-05-16 00:13:59
216,57579,Auto,3819853.13,7.72,36,closed,2024-10-15 06:15:53
217,94934,Auto,4437267.2,8.04,48,closed,2025-01-13 19:05:20
218,42481,Business,4422147.7,14.17,36,pending,2024-11-21 21:35:46
219,15622,Auto,2128585.7,9.49,36,rejected,2023-04-06 07:27:13
220,39616,Auto,5343961.86,13.25,60,rejected,2023-09-20 13:36:34
221,69892,Auto,4023893.25,11.83,24,closed,2023-11-09 16:02:12
222,59950,Home,8753321.95,9.36,240,pending,2024-09-06 00:42:54
223,39298,Education,5831043.34,11.22,240,pending,2023-09-16 13:01:30
224,49563,Education,2595151.26,11.69,240,pending,2025-01-20 08:48:15
225,677,Business,2315687.7,14.7,48,approved,2024-09-09 12:29:45
226,24476,Auto,6786646.81,7.62,60,closed,2025-02-01 01:46:39
227,70027,Personal,3049880.6,9.35,24,closed,2023-07-03 22:46:26
228,45137,Business,6638319.82,9.79,240,approved,2023-08-27 01:21:25
229,44146,Business,9779574.04,14.18,180,rejected,2025-01-11 01:04:17
230,46774,Business,8238277.04,13.8,24,pending,2023-08-29 14:57:17
231,70538,Personal,2106333.68,12.6,36,closed,2024-02-16 09:12:34
232,63145,Education,2472555.24,12.95,240,rejected,2023-07-31 00:33:09
233,72744,Home,7936330.46,10.44,60,approved,2024-10-22 02:04:38
234,64147,Auto,9932406.4,12.11,12,pending,2025-02-15 21:10:38
235,26465,Auto,3485084.7,13.99,120,rejected,2023-12-12 07:06:41
236,15562,Business,7825355.84,9.82,12,pending,2023-10-20 18:19:42
237,21815,Home,4985155.6,14.75,60,rejected,2024-11-06 12:06:47
238,81047,Home,6958376.53,10.88,180,pending,2024-05-27 15:51:21
239,30933,Personal,1659755.4,9.89,36,closed,2023-09-13 20:44:09
240,50505,Personal,1202016.31,13.25,60,rejected,2024-08-27 23:49:14
241,21944,Auto,9261602.39,14.96,48,pending,2024-02-27 04:18:58
242,40140,Home,1825560.36,13.33,120,rejected,2023-07-02 10:21:22
243,1594,Business,217563.6,12.05,60,approved,2024-07-17 22:22:44
244,11838,Business,6685587.63,14.4,180,pending,2024-02-01 21:06:56
245,38380,Auto,2553273.21,10.67,24,rejected,2024-04-22 21:13:55
246,83810,Education,7458198.49,11.09,120,rejected,2024-08-26 17:21:35
247,96829,Business,7828927.15,10.97,36,rejected,2024-06-12 09:10:17
248,51294,Business,5891645.24,14.49,36,pending,2024-06-18 21:00:43
249,89220,Business,1484153.16,12.28,24,closed,2024-09-21 18:51:52
250,38115,Education,5127019.16,14.48,240,closed,2023-10-29 09:34:33
251,50709,Auto,7368624.69,14.9,24,closed,2023-12-03 00:29:06
252,91638,Education,462503.61,12.72,12,approved,2023-09-01 21:01:24
253,75500,Education,4595658.07,8.09,36,closed,2023-12-30 07:58:22
254,89914,Personal,8379882.09,13.71,24,approved,2024-07-17 02:27:54
255,31300,Education,9341749.64,12.01,180,closed,2023-08-29 09:00:18
256,47093,Personal,2904657.86,8.4,60,pending,2025-01-23 09:17:04
257,37313,Personal,7990785.22,9.67,36,rejected,2023-06-24 14:08:46
258,32111,Education,5654230.94,7.45,24,approved,2023-11-05 03:07:33
259,7446,Education,1206017.45,7.75,48,closed,2024-04-10 08:04:36
260,59,Business,7985484.2,8.35,24,rejected,2024-02-05 13:21:52
261,47252,Business,2953995.88,8.98,24,closed,2023-07-02 17:00:35
262,48624,Education,6182759.28,14.15,48,rejected,2024-07-02 14:06:56
263,62425,Auto,5318620.02,12.97,48,pending,2024-05-07 18:07:06
264,50501,Education,4989978.86,12.79,60,pending,2025-03-20 19:00:29
265,96558,Home,3717803.78,9.12,120,approved,2024-02-25 16:33:58
266,92031,Home,7696549.74,11.47,180,pending,2024-05-11 22:43:59
267,48492,Personal,3349322.87,7.98,240,rejected,2023-10-12 06:35:15
268,13615,Home,5816883.42,13.75,180,rejected,2023-03-28 11:14:03
269,77988,Personal,1493283.93,14.75,180,pending,2024-09-30 05:19:39
270,94468,Auto,6988805.41,9.64,48,closed,2024-12-18 05:09:27
271,93513,Home,5494802.38,7.81,60,approved,2024-03-18 01:53:31
272,91682,Business,3865452.55,8.58,24,approved,2024-09-07 22:06:30
273,95822,Education,7575668.17,12.03,120,approved,2023-11-09 07:55:42
274,74375,Business,5259260.4,9.61,240,closed,2023-04-19 22:05:29
275,38447,Home,9480954.38,9.27,180,closed,2024-07-18 12:11:27
276,10379,Personal,5239995.78,14.22,36,pending,2024-06-19 07:51:57
277,42695,Business,1996066.68,10.7,180,approved,2023-08-30 10:50:33
278,655,Business,8005139.03,7.13,24,closed,2024-01-19 03:31:36
279,93606,Business,1192862.89,7.13,36,approved,2024-07-24 09:59:14
280,69811,Education,3312022.47,12.1,48,approved,2024-11-14 06:05:54
281,28398,Auto,8270497.27,12.66,180,pending,2024-02-01 17:50:11
282,19266,Education,1256674.91,13.41,240,rejected,2023-11-15 04:16:54
283,51779,Home,1606688.67,7.8,240,pending,2023-07-26 11:21:05
284,83242,Business,4219874.99,11.67,48,rejected,2023-11-13 13:33:39
285,45689,Home,7183688.59,12.18,120,approved,2025-03-21 23:28:55
286,3566,Auto,3948451.67,8.51,12,rejected,2024-07-15 19:39:52
287,58,Auto,1480644.81,14.76,36,rejected,2024-03-16 00:21:58
288,4034,Education,9127585.71,12.8,60,approved,2023-09-13 21:17:25
289,70056,Home,9593639.69,9.83,120,approved,2024-12-11 04:52:28
290,65673,Auto,3780748.88,9.83,48,pending,2024-11-28 19:27:21
291,62043,Personal,3872296.18,7.02,60,closed,2025-03-17 09:56:44
292,50971,Business,554540.78,12.13,12,closed,2023-08-05 22:22:18
293,6850,Personal,3108662.91,13.32,180,pending,2023-09-09 11:37:22
294,25329,Auto,6967063.51,11.76,12,closed,2025-01-03 18:12:32
295,71939,Personal,2290388.43,10.43,60,approved,2023-11-16 04:31:46
296,80939,Education,1172210.13,12.02,24,rejected,2024-10-14 07:54:37
297,24765,Auto,5115947.3,13.23,60,pending,2024-01-13 12:40:39
298,26625,Personal,6471976.15,10.1,24,closed,2025-01-06 23:29:23
299,70412,Business,1085804.49,13.64,60,approved,2024-09-23 11:28:09
300,15654,Auto,2294937.99,9.02,120,closed,2023-09-20 21:19:00
301,92013,Business,1371999.12,9.84,240,closed,2025-02-17 18:46:07
302,39657,Personal,1250383.28,9.35,12,pending,2024-07-11 10:44:22
303,97352,Business,2711468.21,9.81,48,closed,2023-11-17 22:31:52
304,28896,Personal,5587504.0,7.56,24,closed,2025-02-07 22:04:56
305,60211,Auto,3442689.37,10.31,120,closed,2024-09-09 11:01:57
306,84021,Auto,8096425.5,8.28,180,pending,2023-04-03 08:50:23
307,92267,Personal,1391001.17,10.68,240,rejected,2024-12-27 10:12:11
308,94496,Home,1151448.39,12.69,180,closed,2023-04-09 18:53:21
309,60609,Education,8579316.02,9.55,120,rejected,2024-05-18 03:06:03
310,70810,Personal,3414777.49,11.29,24,rejected,2024-03-31 01:28:29
311,29465,Auto,2063848.81,11.6,24,closed,2024-04-19 13:52:27
312,3809,Education,2343378.2,14.14,36,rejected,2024-12-30 10:11:58
313,33292,Home,6203661.4,8.26,24,closed,2023-10-31 04:24:46
314,225,Education,7415565.57,14.77,180,pending,2024-03-05 13:55:32
315,93173,Education,5885509.91,13.13,12,pending,2024-12-22 08:14:04
316,39909,Education,3279497.27,7.91,240,approved,2024-01-18 06:26:43
317,7746,Auto,324655.31,11.3,60,approved,2024-09-10 14:31:58
318,79105,Personal,6417993.18,10.87,24,approved,2024-09-26 20:45:32
319,70,Business,2752686.32,14.11,180,pending,2025-03-04 15:41:26
320,3734,Home,2001011.54,9.21,12,approved,2023-12-07 19:11:59
321,86108,Business,9878799.26,8.79,24,pending,2023-09-01 16:13:45
322,39153,Home,1984193.82,8.45,24,pending,2024-02-02 05:26:12
323,23220,Auto,6654675.01,7.46,60,pending,2023-05-20 17:48:56
324,14573,Home,3387815.2,7.68,180,rejected,2023-08-17 12:14:36
325,96484,Business,391783.43,12.94,120,pending,2024-12-05 10:34:44
326,46054,Auto,633544.97,10.15,24,approved,2025-02-05 09:32:06
327,5946,Home,3009499.86,10.31,180,approved,2023-04-19 05:38:06
328,34779,Education,1398903.27,7.98,36,approved,2023-11-15 09:55:24
329,93299,Personal,4410098.37,14.57,12,pending,2024-06-09 21:00:25
330,37416,Personal,7484266.62,7.04,12,approved,2025-02-22 21:34:30
331,26026,Business,4895890.62,9.95,24,approved,2024-03-16 17:25:40
332,5403,Auto,7489844.91,7.7,48,approved,2024-05-23 01:32:23
333,27657,Personal,6182537.43,9.96,12,pending,2023-05-18 08:26:34
334,91574,Education,7404790.34,8.14,180,rejected,2023-09-30 23:19:35
335,53835,Home,3435448.76,14.26,240,pending,2023-04-05 18:13:52
336,58697,Personal,8577237.15,14.19,24,closed,2024-09-12 11:45:14
337,50415,Auto,6857905.42,12.57,240,closed,2023-11-18 18:58:32
338,36465,Home,3765337.13,9.13,12,rejected,2024-01-18 19:24:20
339,58386,Business,5211150.62,12.15,12,approved,2024-02-06 10:20:08
340,79605,Home,2319250.87,12.68,180,closed,2024-11-13 22:44:55
341,52138,Auto,5921041.25,12.33,12,closed,2023-07-22 01:40:30
342,48364,Auto,9588662.82,14.0,180,closed,2023-12-30 17:29:53
343,47195,Business,973785.7,9.96,240,pending,2025-03-19 08:22:03
344,2833,Auto,6614472.65,13.99,180,rejected,2024-09-11 08:21:19
345,58588,Business,7585541.03,8.26,36,rejected,2024-07-10 04:01:38
346,45326,Home,7888477.74,10.92,48,pending,2025-01-02 17:26:08
347,42027,Business,4827243.77,10.27,36,closed,2025-02-28 11:29:38
348,45310,Business,4937034.44,13.93,180,closed,2024-10-27 03:27:27
349,24401,Personal,186439.26,8.16,180,rejected,2024-10-05 12:03:06
350,24161,Personal,6980899.91,10.72,36,rejected,2024-07-12 07:40:23
351,9945,Personal,1636083.61,10.87,120,closed,2023-04-14 21:42:10
352,86937,Auto,2688507.48,11.66,180,approved,2023-06-07 12:29:09
353,7872,Education,6574148.99,12.6,240,approved,2024-10-31 15:37:27
354,39048,Education,3216839.24,14.99,60,approved,2024-09-04 23:27:24
355,7686,Business,3280990.64,8.22,36,rejected,2025-01-01 18:15:31
356,82994,Auto,9847841.97,8.43,48,closed,2023-05-19 03:53:06
357,46597,Personal,1947724.91,9.83,24,closed,2024-11-17 16:07:10
358,58189,Business,8391749.68,11.77,24,approved,2023-12-22 20:26:06
359,36566,Auto,2941094.16,11.81,180,rejected,2023-12-20 03:15:18
360,18235,Education,1384193.55,9.84,36,pending,2023-04-13 01:33:30
361,6687,Education,7260565.61,9.25,12,closed,2023-12-24 15:51:25
362,29353,Education,7486627.09,13.86,240,closed,2023-12-12 23:09:58
363,61282,Business,8533662.54,13.12,60,rejected,2023-05-10 02:59:24
364,51757,Business,7279048.94,13.11,12,closed,2024-01-06 09:36:07
365,15866,Education,222449.57,10.83,24,approved,2024-07-27 03:08:56
366,25859,Personal,199446.76,7.91,36,rejected,2024-12-20 22:27:46
367,30884,Auto,4114203.56,11.22,240,closed,2023-05-13 22:53:27
368,9092,Personal,5796083.11,12.12,24,closed,2023-06-19 10:37:31
369,72593,Personal,9749425.26,12.16,180,rejected,2024-03-05 07:19:08
370,82490,Home,2770248.68,14.73,24,closed,2024-12-23 20:48:37
371,81487,Education,4726464.69,8.93,12,closed,2025-01-04 14:01:36
372,84186,Education,4188479.23,12.86,60,rejected,2024-01-12 09:25:22
373,23104,Auto,1099785.97,9.37,24,approved,2024-10-17 14:13:20
374,66215,Home,5161652.01,14.11,12,pending,2024-07-09 09:09:35
375,36791,Education,7882850.19,12.36,36,closed,2024-10-19 02:37:16
376,50507,Home,4947986.86,8.39,12,closed,2023-10-31 12:47:20
377,5310,Home,7544270.65,12.34,60,rejected,2023-04-14 11:12:27
378,21363,Education,391299.41,14.99,48,approved,2024-04-06 10:40:40
379,43310,Home,9226727.87,11.65,24,rejected,2024-07-16 13:25:03
380,76095,Auto,9734530.45,9.48,24,approved,2024-05-29 10:20:06
381,46911,Home,6033838.53,11.04,240,approved,2024-04-15 07:05:24
